COUNTRY,DEPLOYMENT DATE,DEPLOYMENT LAT,DEPLOYMENT LON,LAST LOCATION DATE,MODEL,NAME,NETWORKS,OBSERVING NETWORKS,PROGRAM,REF,SERIAL NUMBER,STATUS,TYPE
Netherlands,2014-07-09T00:00:00,59.0988,-33.6822,,Mooring Custom,OM43,"AtlantOS, OSNAP, OceanSITES",OceanSITES,OS-ROYAL NETHERLANDS INSTITUTE FOR SEA RESEARCH (NIOZ),TMP806532312,,INACTIVE,Mooring
Netherlands,2014-07-10T00:00:00,59.0205,-32.7675,,Mooring Custom,OM44,"AtlantOS, OSNAP, OceanSITES",OceanSITES,OS-ROYAL NETHERLANDS INSTITUTE FOR SEA RESEARCH (NIOZ),TMP1706060590,,INACTIVE,Mooring
Netherlands,2014-07-11T00:00:00,58.8853,-31.303,,Mooring Custom,OM46,"AtlantOS, OSNAP, OceanSITES",OceanSITES,OS-ROYAL NETHERLANDS INSTITUTE FOR SEA RESEARCH (NIOZ),TMP952238942,,INACTIVE,Mooring
United Kingdom,2017-05-24T09:42:00,60.283,-4.301,,Subsurface Mooring Custom,NWSE1705,"AtlantOS, NACLIM, OceanSITES, THOR",OceanSITES,OS-MSS,TMP-1090814183,,CLOSED,Subsurface Mooring
United States,2011-06-13T08:00:00,22.75,-158,2015-06-30T16:00:02,Benthic Mooring Custom,ACO,"OceanSITES, Tropical Pacific Observing System",OceanSITES,OS-UN_HAWAII_MANOA,TMP63XNT0SJSS,,OPERATIONAL,Benthic Mooring
United States,2016-02-11T21:50:00,16.336,-60.507,,Subsurface Mooring Custom,MOVE3-12,"AtlantOS, MOVE, OceanSITES, TROPICAL ATLANTIC",OceanSITES,OS-SIO,4801053_011,,CLOSED,Subsurface Mooring
United States,2016-07-11T00:00:00,-8.237,156.938,,Subsurface Mooring Custom,CORC-GIZO-MOORING,OceanSITES,OceanSITES,OS-SIO,TMPLS7C3JK4U4,,CLOSED,Subsurface Mooring
United States,2016-07-11T00:00:00,-8.215,156.957,,Benthic Mooring Custom,CORC-GIZO-PIES,OceanSITES,OceanSITES,OS-SIO,TMP9AFZBBLPRH,,CLOSED,Benthic Mooring
United States,2018-09-14T23:00:00,-10.602,152.786,,Benthic Mooring Custom,CORC-MISIMA-PIES,OceanSITES,OceanSITES,OS-SIO,TMP3X6YZBMICS,,INACTIVE,Benthic Mooring
Japan,2014-08-12T00:00:00,34.6833,139.445,,CABLED_OBSERVATORY,OCEANS_01,OceanSITES,OceanSITES,OS-UTokyo,TMP537352035,,CLOSED,Mooring
Japan,2015-09-05T00:00:00,34.6833,139.445,,CABLED_OBSERVATORY,OCEANS_02,OceanSITES,OceanSITES,OS-UTokyo,TMP-1241878689,,INACTIVE,Mooring
